id,text
954439,"Wenn wir als Deutsche uns als Kulturnation verstehen und rühmen, dann müssen wir uns heute für die Freiheit der Kunst und gegen jeden Versuch der Normierung und Gängelung einsetzen."
1077542,Wir wollen die Versorgung der Bürgerinnen und Bürger und haben die Solidarität des Bundesfinanzministeriums.
1097418,"Die Frage, die ich jetzt an Sie habe, ist ganz konkret: Haben Sie sie darauf angesprochen, dass ihre Regierung, also die Regierung von Premierministerin May, die Rechte von EU-Bürgerinnen und EU-Bürgern in Großbritannien bei einem No-Deal-Szenario, also bei einem harten Brexit, empfindlich beschneiden will?"
1143615,"Wenn es wieder um die Förderung der ländlichen Räume geht, werden wir Sie daran messen, wie viele Bundesbehörden tatsächlich in den neuen Bundesländern angesiedelt worden sind."
1212360,"Mit dem Haushalt 2020 steigt die sogenannte NATO-Quote auf 1,37 Prozent der Wirtschaftsleistung."
1224911,"Ich glaube, wir müssen alle gemeinsam sehr darauf achten, Frau Staatssekretärin Griese, dass wir die hohen Ziele, die das Bundesteilhabegesetz für Menschen mit Behinderung in diesem Land verfolgt, nicht durch bürokratischen Irrsinn, den wir in den letzten Monaten im Zusammenhang mit diesem Gesetz schon erlebt haben, vollständig konterkarieren und in Teilen sogar in ihr Gegenteil verkehren."
1231960,"Wir haben hier im Bundestag eine rechtsextremistische Partei, deren Vertreter von Umsturz fabulieren, davon, das Parteiensystem abzuschaffen, von Systemparteien und Systempresse reden."
908343,Deshalb steht die Ehe unter dem besonderen Schutz unseres Grundgesetzes.
1123564,"Da reicht es nicht, zig Milliarden Steuergelder für neue Arbeitsplätze in betroffene Regionen zu pumpen."
1232804,Beim sogenannten Cybergrooming ist die Bedeutung des einschlägigen Straftatbestandes nach den Verurteilungszahlen gering.
19239,Die Vernachlässigung der ländlichen Infrastruktur führt zur Landflucht und macht urbanen Wohnraum immer begehrenswerter.
23482,"Sie haben das ursprünglich von Ihnen geplante Desaster für Gerichte, Naturschutzbehörden und unzählige geschützte Arten abgewendet."
959365,"Der Auftrag der Mission liegt ebenfalls in der Beratung für den zivilen Wiederaufbau, und letztendlich dient er auch dem Schutz unserer Botschaft und unserer Konsulate."
1069601,Sie sollten sich schämen.
1085176,"Es ist der reine Machterhalt, der Sie antreibt, die Kritik von Experten aus den Ländern und auch hier im Plenum zu ignorieren."
1092903,Welch ein Irrsinn!
1103558,Das Ganze hat übrigens eine lange Tradition.
1151781,Wir können in Karlsruhe unmittelbar beginnen und in Leipzig dann in nicht allzu langer Ferne fortsetzen.
1157810,Schlussendlich muss man sagen: Direkte Demokratie ist eine Supersache.
1238263,Die letzte große Steuerreform war vor zehn Jahren.
1252854,"Deswegen ist das, was wir gerade bei unseren Nachbarn in Österreich sehen – das muss man so deutlich sagen –, genau die falsche Herangehensweise an die Frage, wie wir Tourismuspolitik in der Zukunft gestalten wollen."
291712,"Diese Überprüfung liegt auch im Interesse der überwiegenden Mehrheit der Soldatinnen und Soldaten, die ihren Dienst treu auf dem Boden unserer Verfassung leisten."
889272,"Genau darin, finde ich, hat sich doch immer wieder die Reife unserer parlamentarischen Demokratie gezeigt."
13450,"Sie sehen, wir entlasten alle pflichtversicherten Betriebsrentner, aber ganz besonders die Rentner mit kleinen und mittleren Betriebsrenten, und das sind über 60 Prozent der Bezieher von Betriebsrenten."
40036,"Das ist auch der Grund, warum die sogenannten Gemäßigten mittlerweile zunehmend aus Ihrer Fraktion austreten."
49864,"Das sogenannte BIM ist hier schon mal angesprochen worden, das Building Information Modeling, zu dem diese Koalition auch einen Antrag geschrieben hat, den wir in der nächsten Zeit beraten werden."
964430,"Wir haben der Festschreibung im Grundgesetz auch die entsprechende Gebrauchsanweisung für die Umsetzung von Volksinitiativen, Volksbegehren und Volksentscheiden beigefügt."
967369,Es gibt schon gute Umsetzungsüberlegungen.
978758,– Ich bin eine Schande?
991178,"Und während es hier und da um 90 neue Planstellen geht, wird der Personalbedarf bei Behörden als nicht bezifferbar eingeschätzt."
996774,"Die SPD weiß nämlich – damals genauso wie jetzt –, dass die eigentlichen Pioniere und Vordenker der Energiewende die einfachen Bürgerinnen und Bürger sind."
999183,"Das ist die einfache geopolitische Formel, die wir endlich lernen sollten."
1001132,"Deutschland ist mal gezwungen worden, den Begriff „Made in Germany“ auf seine Produkte zu drucken."
1036193,"Was ein Erfolg in der damaligen Zeit war, ist für uns heute selbstverständlich, und doch gibt es noch eine Menge für Frauen zu tun."
1043497,Trotzdem führen Sie die Tradition Ihrer Flüchtlingspolitik fort.
1046674,"Ich finde, es müssen sich die Betrüger am Finanzmarkt und diejenigen schämen, deren Aufgabe es gewesen wäre – das sind auch wir –, die Opfer vor diesen Betrügereien im Milliardenumfang zu schützen, es aber nicht geschafft haben."
1050236,"Dabei stehen auf der Kostenseite neben der Lohndifferenz selbst auch die darauf anfallenden SV-Beiträge, die Einarbeitungskosten und die Risikoprämie im Fall des Scheiterns."
1053193,"Aber diskutieren Sie das doch bitte lieber in Ihrer Fraktion, und behelligen Sie weder die anständigen Bürger in diesem Land noch uns damit!"
1061765,"Es gibt jeden Tag weitere Anzeigen von sogenannten Lebensschützern, weitere Anklagen, Strafverfahren und Urteile."
1136588,„Deutschland geht es gut“ – oder ähnliche Sätze von bleibender Schönheit.
1154535,"Es liegt offensichtlich in unserer Natur, alles bis ins Detail regeln und überprüfen zu wollen."
1157350,"Diese Start-up-Satellitenszene, die wir zum Beispiel in Japan erleben – dort merken die Menschen, dass man ein Start-up-Unternehmen supergut in ländlichen Räumen gründen kann, wo es eine gesunde Umwelt gibt und vernünftige Menschen leben –, müssen wir weiter voranbringen."
1179200,"Die Menschen im Iran sind gefangen zwischen einer korrupten repressiven Regier ung auf der einen Seite und der Kriegsrhetorik und Kriegsgefahr, die die Amerikaner heraufbeschwören, auf der anderen Seite."
1182525,"Was ist denn mit der Rentnerin, die nicht viel Rente bekommt, aber dann 5 Millionen Euro erbt? – Ich hatte schon immer die Vermutung, dass Herr Lindner und ich uns in sehr unterschiedlichen gesellschaftlichen Kreisen bewegen."
1221726,"Sie sind der Gegensatz von Demokratie und Sie verhöhnen jeden einzelnen Ostdeutschen, ob er im Widerstand war, ob er gekämpft hat oder ob er sich in irgendeiner Weise mit der Diktatur zu arrangieren versuchte."
1242589,"Wir haben in meiner eigenen Partei durchaus die Tradition, immer hervorzuheben, was nicht geschafft ist."
1245862,"Von der EEG-Umlage, die dann etwa das Dreifache der Stromsteuer ausmacht, möchte ich an der Stelle gar nicht reden."
1262770,"Da haben Sie Angst vor den, ich sage mal, interessierten Kreisen."
928307,"Vom Bürgerwillen, der die Demokratie erst konstituiert, bleibt in der europäischen Realität zu wenig übrig."
994375,"Sie täuschen die Bürger, indem Sie so tun, als wollten Sie nicht mehr EU-Budget und mehr nationale Souveränität."
1005486,Am 30. Juni 2017 schrieb die „Bild“-Zeitung unter dem Titel „Das sind Schäubles Mafia-Jäger“: Schäuble … hat jetzt sein eigenes FBI! …
1179412,"Statt nun mutig den Provokationen aus Teheran entgegenzutreten, stellt sich die Frage, ob und vor allen Dingen wofür wir uns hier in Geiselhaft begeben wollen."
7257,Sie und Ihre Partei sind da einsam und allein.
34832,"Die wichtigste Verbesserung für mehr Verkehrssicherheit sucht man genauso vergebens: Tempolimits – 130 auf der Autobahn, aber eben auch, Herr Storjohann, regelmäßig Tempo 30 in den Städten."
47665,"Alle kannten das Gerücht, die Deutsche Bank sei stark investiert in griechische Kreditausfallversicherungen, sogenannte CDS."
1008057,"Das ist keine Lösung, was Sie hier vorschlagen."
1116423,Leider hat der Finanzminister hier noch keine Klarheit geschaffen.
1124501,"Wir alle hier brauchen keine Belehrungen durch die AfD. Wir brauchen ein größeres Engagement für Frieden und Sicherheit, für Menschenrechte und Völkerrecht."
1131866,Von einer Kungelrunde kann also keine Rede sein.
1164572,Es gibt die linke Partei
1174876,"Die Zuzugsperre, über die kaum jemand geredet hat, die sogenannte kommunale Obergrenze, ist aus unserer Sicht zutiefst diskriminierend und der falsche Ansatz."
1189006,"Der Bürgerinnen und Bürger, die den aufrechten Gang üben und zeigen, was sie nicht mehr wollen, und auf die Straße gehen."
1199525,"Das Ganze ist umso unsinniger, als sogenannte ausbildungsintegriert dual Studierende vom BBiG bereits erfasst sind, alle anderen aber eben nicht."
1204388,Darüber sind sich die breite Mehrheit der Bevölkerung einschließlich der serbischen Minderheit sowie Regierung und Parlament einig.
170762,"Nein, um vor die Lage zu kommen, braucht es zum Beispiel Einblicke in das sogenannte Dunkelfeld, also in Straftaten, von denen die Polizei nie oder nur erst sehr, sehr spät erfährt."
246406,"Daher erfüllt es mich mit großer Dankbarkeit, dass sich laut einer neuen Forsa-Umfrage 73 Prozent der Bürgerinnen und Bürger sicher und 12 Prozent höchstwahrscheinlich gegen Corona impfen lassen wollen."
1100781,"Trendwenden als langsamen Prozess zu begreifen und sich damit zufriedenzugeben, mag manchem Bürger in Uniform oft wie Hohn vorkommen."
55747,"Im ersten Rücklauf war das, was die Unternehmen präsentiert haben, ein Desaster."
84032,"Zunächst sei vorangestellt, dass es für die Durchführung einer Gerichtsverhandlung, wie es Herr Dr. Ullrich auch schon gesagt hat, bestimmte Verfahrensgrundsätze gibt, auf die sich auch die Antragsteller zum Teil beziehen: rechtliches Gehör, Mündlichkeit, Unmittelbarkeit und der sogenannte Beibringungsgrundsatz."
136571,"Es ist zum Beispiel völlig lebensfremd, dass Soloselbstständige nicht auch ihre Lebenshaltungskosten ansetzen können."
232832,"Es ist eine Schande, dass durch den Einzug der AfD der Frauenanteil so massiv gesunken ist."
271825,"Die sogenannte geistig-moralische Wende, die Helmut Kohl mit Pathos zu Beginn seiner Amtszeit als Bundeskanzler ankündigte, mündete dann doch in seine CDU der schwarzen Koffer, der illegalen Spenden und dubiosen Machenschaften – nicht für sich, wohlgemerkt, aber alles außerhalb der Bücher."
355376,"Da sind auch die über 460 000 Rentnerinnen und Rentner, deren Alterssicherung so niedrig ist, dass sie diese durch Sozialleistungen aufstocken müssen."
498077,"Die SPD wollte damals unbedingt ihre unsäglichen Ich-AGs, über die heute kaum noch jemand redet, an den Start bringen."
782387,Es geht - so steht es ausdrücklich im Gesetz - erst einmal in das Eigentum des Staates über.
65305,"Das sogenannte Karfreitagsgefecht steht heute symbolisch für die großen Anstrengungen der Bundeswehr und die großen Opfer, die sie in fast zwei Jahrzehnten des Einsatzes in Afghanistan gebracht hat."
80103,"Das sind die Parteien der sozialen Ungerechtigkeit und der Umverteilung von Deutschen zu Ausländern, Linke und Grüne."
107054,"Wir können aber nicht alle Unternehmen verpflichten, sie an die Kunden weiterzugeben."
125371,"Ich will für die Sozialdemokratische Partei sagen: Es ist eine Schande, dass wir dazu nicht in der Lage sind."
184093,"Meiner Ansicht nach reden wir heute über Sicherheitspolitik im engeren Sinne, und zwar über den Schutz unserer Bürgerinnen und Bürger und über Vorsorge, die wir treffen müssen."
208532,Es war ein Politikversagen mit Anlauf und mit Ansage.
249048,Beteiligungen an Aktiengesellschaften werden wir transparenter machen.
256797,Die ist im Alltag von Frauen und Männern längst angekommen.
269505,Das sollten Sie auch doch wenigstens zugeben.
291471,"Aber es gibt – und da sollte man nicht drum rumreden – einen Dissens zwischen dem, was sich die Betroffenen wünschen, was sie für gerecht halten, und dem, was die Mehrheit im Deutschen Bundestag für machbar hält."
311124,"Er sagt wörtlich: „Die AfD ist keine Alternative, sondern eine Schande für Deutschland.“"
313498,"2. Verhandlungen und Gespräche mit Volksvertretern und Politikern, mit Journalisten und Vertretern von Behörden und Verbänden, … 8. Schulung, insbesondere von interessierten Politikern, … 10. Organisation von Bürgerbeteiligung insbesondere durch Unterschriftensammlungen oder durch Vorbereitung von Volksbegehren und Volksentscheiden."
365324,"Es muss uns darum gehen, Perspektiven für menschenwürdige Arbeit und ein menschenwürdiges Leben auch in Afrika zu eröffnen."
454738,"Aber selbst wenn ich Ihren Gedanken verfolge, dass man das Kapital zusätzlich privilegieren müsste, muss ich Sie fragen: Ist das das aktuelle Problem in Deutschland?"
496106,"Wir haben aber natürlich auch darüber diskutiert, an welcher Stelle es Schwierigkeiten gibt."
801813,"Ich glaube, dass sich vor diesem Hintergrund dieser Haushalt sehr sehen lassen kann."
851286,"Es fällt schwer, hier noch an einen Zufall zu glauben."
874653,Das ist ein großes Problem.
923532,"Ich ganz persönlich, als Bürgerin dieses Landes, möchte in einem Land leben, in dem Antisemitismus keinen Platz hat."
934361,"Setzen Sie das einmal in Relation, und fragen Sie sich, wer die Seltenen Erden abbaut, die für den Diesel gebraucht werden."
952390,Dann kam eine rot-grüne Bundesregierung.
969365,"Wenn wir über Fake News und Propaganda im Deutschen Bundestag reden, muss man auch erwähnen, dass AfD-TV, die Agentur für Desinformation, ein Paradebeispiel dafür ist."
150216,"Man will gar nicht wissen, ob ein Deutscher den Job machen könnte, es soll keine Vorrangprüfung mehr geben."
172522,Natürlich wird es streitige Debatten hier geben.
218099,"Plattformen müssen transparent machen, was wie und warum gelöscht oder gesperrt wird, und Betroffenen muss es unbürokratisch möglich sein, Beschwerde einzulegen, damit fälschlicherweise gesperrte Inhalte schnell wiederhergestellt werden."
237275,"An diesem Beispiel lässt sich aber auch erkennen, warum Volksentscheide auf Bundesebene eben nicht praktikabel sind."
279972,"Hätten Sie, wie von uns gefordert, die Patente freigegeben, stünde schon lange mehr Impfstoff zur Verfügung und wären deutlich mehr als 8 Prozent bislang geimpft."
412743,Das ist die historische Lehre aus den barbarischen Kriegen im 20. Jahrhundert.
681189,"All dies sind Dinge, die wir dringend noch korrigieren müssen."
729803,"Ich möchte über beides sprechen, nämlich sowohl über die Beratung des Inhalts als auch später über die Beratung des Verfahrens und in diesem Zusammenhang über unser parlamentarisches Selbstverständnis, also darüber, wie ernst wir das eigentlich nehmen, was wir hier im Parlament tun."
745073,Im Hinblick auf datengestützte Geschäftsmodelle und Dienstleistungen haben wir da einen großen Aufholbedarf.
912744,"Mit uns wird nichts zurechtgebogen, meine Damen und Herren."
151694,Herr Ramsauer hat bereits zu Beginn vor der sogenannten Ausländermaut gewarnt.
164243,"Während hier im Haus in mehr als 70 Debatten und mit vielen Gesetzen um den richtigen Weg in der schwersten Gesundheitskrise in den letzten 100 Jahren gerungen wird, führt die sogenannte AfD Klage gegen den Präsidenten Schäuble wegen der Maskenpflicht in den Gebäuden des Deutschen Bundestages."
200752,"Es ist doch ein Irrsinn, darauf zu hoffen, dass sich emissionsfreie Mobilität durchsetzt, wenn wir weiterhin Jahr für Jahr 8 Milliarden Euro in den Diesel investieren."
214952,"Aber in einer Demokratie gehört mehr dazu, nicht nur eine gut funktionierende Regierung oder, wenn wir in die Bundesländer gucken, gut funktionierende Landesregierungen, sondern aktive, problemlösungsorientierte Parlamente und vor allem ihre demokratischen Fraktionen sowie die vielen Akteure in den Gesundheitsämtern, auf den Intensivstationen, in Pflegeheimen, in anderen Berufen und ihre Verbände, die Zivilgesellschaft und die vielen Bürgerinnen und Bürger, die die Maßnahmen verstehen wollen, die die Maßnahmen nachvollziehen wollen und auch wollen, dass sie sie umsetzen können."
296699,Mit dem sogenannten jüdischen Bolschewismus wurden die Feindbilder klar umrissen.
336743,"Sie tun nun so, als wären Sie die große Opposition, die alles Mögliche aufzeigen kann."
463922,Die Ansiedelung der Weltgemeinschaft Reformierter Kirchen in Deutschland belegt das positive Verhältnis von Staat und Kirchen in unserem Land.
507231,"Erst spät, viel zu spät wurde diese offene Unterstützung eingestellt."
537460,"Ich hatte gedacht: Okay, lassen wir das Ministerium einen Monat oder zwei Monate prüfen."
569186,Darum geht es!
641909,"Das Thema ist zu wichtig für Parteibefindlichkeiten, und es eignet sich schon gar nicht für Grabenkämpfe oder persönliche Profilierung."
867915,"Bis 2030 ist das alles gut abgesichert, mit Nachrüstungen."
937164,"Am Ende ist das Ausdruck des politischen Versagens derjenigen, die in den zehn Jahren, als wir noch Zeit hatten, das Ziel zu erreichen, Verantwortung getragen haben."
954706,"Wir freuen uns, dass es gelungen ist, PESCO auf den Weg zu bringen, die europäische Verteidigungsunion."
960052,"Ein sogenanntes Revitalisierungsforum versucht aktuell, das Land zu stabilisieren."
964478,Wir von der SPD-Fraktion sind sehr aufgeschlossen für direkte Demokratie auf Bundesebene.
1040876,"Die Fraktion, die hier rechts im Hause sitzt, kritisiert Erdogan zwar, aber wenn sie ehrlich wäre, würde sie doch zugeben, dass sie vieles von dem, wofür Erdogan steht – seine Haltung zur Pressefreiheit, seine Ablehnung der liberalen Demokratie – im Kern teilt."
1043503,"Ich glaube, dass Sie sich noch heute für die Aussagen schämen."
1051893,"Auch das Jahr 2015 scheint leider an Ihnen weitgehend spurlos vorübergegangen zu sein, wenn Sie fordern, dass Asylanten bei der Identitätsfeststellung mitwirken sollen."
1053260,"Der Gesetzentwurf, den Sie hier vorgelegt haben, ist auch völliger Irrsinn."
1065053,Gleichzeitig drehen sich sogenannte religiöse Konflikte selten wirklich um religiöse Inhalte.
1073659,Diese Änderung stammt aus einem Antrag der Fraktion
1145416,Das sogenannte Bail-in-fähige Kapital ist seit der Finanzkrise nach und nach erheblich angewachsen.
1171456,Ein solcher Strom kann nicht die Lösung sein.
1179423,Die Hand sollten wir ihnen reichen – mit klar definierten Standpunkten und ganz klaren Erwartungen.
1204842,Der grüne Antrag atmet viel irrationale Klima- und Migrationsreligion.
1227199,"Man kann sehr wohl, wenn man ein sogenanntes quotales Modell, also eine anteilige Besteuerung, einführt, von 90 auf 50 Prozent runtergehen."
1240009,Wir erleben in diesen Tagen ein Kommunikationsdesaster innerhalb der Bundesregierung.
982658,"Das ist leider die Quittung für eine jahrelang verfehlte EU-Politik, die mit der Finanz- und Schuldenkrise begann, zur Griechenland- und Euro-Krise ausuferte und zuletzt in einer Belehrung und Bevormundung europäischer Partner mündete."
979922,"Desaster bei der Pkw-Maut, Desaster beim BER, Dieselbetrug, massive Privatisierungen durch ÖPP, Chaos bei der Wasser- und Schifffahrtsverwaltung."
993242,Unser Bundesaußenminister Westerwelle war damals gegen den Einsatz.
1091455,"Ich möchte daran erinnern, dass „Monitor“ kürzlich einen Bericht gebracht und darüber berichtet hat, wie in den USA die Meinung durch Öl- und Gasmultis manipuliert wird, die Desinformationskampagnen verbreiten, und dass in der Zwischenzeit klar ist, dass dieses Geld auch nach Deutschland fließt."
1214786,"Ihr Motto, Herr Scheuer, ist: tricksen, täuschen und tarnen."
1257809,"Frau Kipping, Sie stellen sich hier an dieses Rednerpult und sagen: Sanktionen sind menschenunwürdig. – Damit suggerieren Sie, dass sie verfassungswidrig sind."
11958,"Täuschung zum Ersten: Die Vorschläge sind völlig unzureichend, um die Medienvielfalt zu stärken."
908335,Ehe und Familie unter den besonderen Schutz der staatlichen Ordnung . …
931812,Sie sollen aber im Innenverhältnis dem Wohle unserer Bürger dienen und im Außenverhältnis unsere Interessen sowie unsere partnerschaftlichen Vereinbarungen wahren.
1213640,"Diese soll sich vor allem um die vielen Zehntausend Menschen kümmern, die auf sogenannten Feindeslisten stehen, darunter zahlreiche Kommunalpolitikerinnen und Kommunalpolitiker."
997376,"Wenn man dem Dogma folgt, dass eine gemeinsame, eine viel breitere Basis grundsätzlich immer besser ist als eigenverantwortliches Handeln, dann sind Ihre Schlussfolgerungen, Frau Brantner, natürlich logisch."
999589,"Damit möglichst viele bei diesem Tierwohllabel mitmachen können, ist auch eine Unterstützung unsererseits notwendig."
1004420,"Um es deutlich zu sagen: Wenn Plebiszite populistisch missbraucht werden, um damit die repräsentative Demokratie verächtlich zu machen und Minderheitenschutz sowie Grundrechte zu schleifen, dann stärkt diese Form falscher direkter Demokratie alles Mögliche, aber nicht die Demokratie."
1029869,"Die Klimafrage ist die Menschheitsfrage, die soziale Frage in diesem Jahrhundert."
1046776,Griechenland wurde vorhin erwähnt.
1097895,"Diese gibt es hier an vielen Stellen, auch bei der FDP und bei den Grünen, in diesem Hohen Haus."
1154630,Der Unmut über die deutschen Verteidigungsausgaben besteht nicht erst seit der Trump-Administration.
1162992,"Ich will an dieser Stelle sagen: Die Krokodilstränen der AfD, die Anfragen stellt, wie viel Menschen mit Behinderungen die Gesellschaft denn kosten, die sich über Inklusion lustig macht, täuschen."
1221900,"Ich frage mich, wie die Aufarbeitung gelaufen wäre, wenn die DDR-Bürgerinnen und DDR-Bürger allein darüber hätten entscheiden können."
1233218,"Sie haben eben wieder – und Sie entblöden sich ja nicht, das jedes Mal zu machen – die Altparteien angeklagt und dargestellt, wir würden mit einer Verschärfung des Waffenrechts die falschen Maßnahmen einleiten."
1243597,"Dabei müssen wir uns alle anstrengen, damit die ländlichen Regionen in Deutschland nicht weiter abgehängt werden."
179574,"In unserem Antrag fordere ich mit meiner Kollegin Dr. Irene Mihalic, dass die Polizeiliche Kriminalstatistik spezifiziert und die sogenannte Partnerschaftsgewalt genau erfasst wird."
282321,"Es ist auch richtig, dass Sie sich dazu durchgerungen haben, die Liste der unfairen Handelspraktiken zu erweitern auf die sogenannten grauen Handelspraktiken."
1107078,"Esskultur erhält sich über gelebte Tradition, über das gemeinsame Kochen und über die Freude am gemeinsamen Essen."
1080491,Ihre Rede war großartig.
1093244,Er spricht von „vergleichsweise stabil“.
1105729,"Denkt man den Begriff „Individualrechtsgüter“ konsequent zu Ende, stellt sich die Frage, wie das Thema später gegen „high urgent“ Gelistete abgewogen werden soll."
1116452,"Leider muss Europa, leider müssen wir erkennen, dass britische Populisten, aber auch die Unfähigkeit etablierter Parteien UK und damit eben auch ganz Europa auf einen harten Brexit zusteuern lassen."
1126759,"Wir brauchen also definitiv auch eine Green-IT-Strategie, um diese Problematik aufzufangen, sonst gibt es ein klimapolitisches Desaster."
1133795,Uns geht es um unsere Bürgerinnen und Bürger.
1138063,"Sie ermöglichen zwar die Teilzeit, es muss aber ein sogenanntes „berechtigtes Interesse“ vorliegen."
1152732,Er selber hat über sein Buch gesagt: Ich berichte hier vom Kampf gegen Behördenschläfrigkeit und ‑arroganz. – Da ist ganz viel dran.
1157692,Wir hatten dank eines Antrags der Linksfraktion eine Anhörung zum Thema „direkte Demokratie“.
1175049,"Der Gesetzgeber muss also erstens beachten, dass er nicht gezielt eine Regelung schafft, die auf die Beschränkung der Meinungsfreiheit orientiert ist."
1183943,Die Beziehungen zu Russland sind denkbar schlecht.
1193460,Vor Berlin brennen Wälder.
1201416,"Gerne weise ich als Sozialdemokratin darauf hin, dass die Fördergrundlage, die diese Erfolgsgeschichte erst möglich macht, die sogenannte Konzeption 2000 ist."
1250020,"Durch dieses Gesetz wird es keinen einzigen Menschen weniger geben, der Sozialhilfe beantragen muss."
889261,Ich sage: Nein.
908352,"Vom neuen Bundestag erhoffe ich, dass er seine Kontrollfunktion gegenüber der Bundesregierung verantwortungsvoller wahrnimmt, als es in den letzten Jahren geschehen ist."
1037731,Die Bürger sind mündig und von uns als solche zu fördern und zu fordern.
1141211,"Freie Bürgerlisten bei allen Wahlen und Volksabstimmungen brächten uns deutlich weiter, damit jene Fachleute und Eliten in Parlamente einziehen, die unser Land frei vom Parteienzwang regieren."
781496,"Dadurch werden es am Ende wohl doch die Grünen sein, die dieser Klientelpolitik durch ihre Bundesratsstimmen zu Gesetzeskraft verhelfen, und das ist nicht gut so."
502968,"Herr Minister, das ist eine unfassbare Unverfrorenheit."
909431,Das ist wirklich eine grobe Täuschung.
1140616,"Es war die sogenannte Finanzkrise, besser: Bankenrettungskrise."
296203,"Und bitte tischen Sie auch nicht immer dieses Märchen auf, dass die Energiewende, die sogenannten Klimamaßnahmen und die umweltschädliche E-Mobilität Deutschlands Wohlstand mehren könnten!"
816979,"Die meisten täuschen sich nur darüber, dass eigentlich Sie die Feinde der Infrastruktur sind und nicht die Grünen."
117583,"Der Finanzminister sagt zwar, Cum/Ex sei eine Schweinerei, aber in seiner Zeit als Hamburger Bürgermeister öffnete er dem Warburg-Bankier Olearius mehrfach sein Amtszimmer."
680301,Das halten wir - mit Verlaub - für lebensfremd und das Gegenteil von Verbraucherschutz.
630798,"So, wie der Bericht jetzt ist, stellt er das wahre Ausmaß des Atommülldesasters nicht dar, sondern tut so, als ob alles irgendwie lösbar wäre oder gelöst worden ist."
1150218,Das Ergebnis waren dreiste Plattitüden der EZB.
9192,"Das ist eine Schande, und wir müssen handeln."
486292,Damit täuschen Sie die Öffentlichkeit.
1085006,"Ich finde, dass das ein unverschämter Taschenspielertrick ist."
1081370,Das ist unehrlich hoch drei!
964127,"Wie Umfragen seit Jahren belegen, spricht sich eine überwältigende Mehrheit der Deutschen für die Einführung bundesweiter Volksabstimmungen aus."
420495,Wir haben Täuschung und Chaos bei der Schleuse Brunsbüttel.
23433,Das ist blanker Irrsinn.
549589,"Es ist eben leider kein Wunder, dass die besten Partner von IOC und FIFA heute undemokratische Regime sind."
481359,Das ist unehrlich.
919820,"Aber die Forschung zu Alternativen stockt ja schon seit Jahren, weil die Förderung dieser Forschung von der Bundesregierung und von allen hier anwesenden Altparteien sträflichst vernachlässigt worden ist."
209355,"Getreu nach Erich Mielke, „Genossen, wir müssen alles wissen!“, ist auch ihre erste Reaktion auf Regierungskritik, erst einmal herauszufinden, wer sich da einer eigenen Meinung erdreistet."
566269,"Ich empfinde es schon als eine Frechheit - dass Sie später geboren wurden und dass Sie aus dem Westen sind, ist schön und gut -, dass Sie sich hier hinstellen und Ihre eigene Geschichte oder vielmehr unsere gemeinsame Geschichte leugnen wollen."
115864,"Wenn Sie sagen: „der Volkswille“ – darauf haben Sie ja mehrfach abgestellt –: Die Menschen wollen, dass wir hier kein Haus mit 800 Leuten werden."
1142205,"Ihr real existierender Staatsfeminismus will Vorgaben machen, und die Bürger sollen sich danach richten."
913873,Werden Sie sich als Volksvertreter Ihrer Verantwortung für unser Land und unsere Bürger endlich bewusst!
1092035,"Das ist ein politischer Kuhhandel im Interesse der Bauwirtschaft, ohne nennenswerten Nutzen für die Mieterinnen und Mieter und zulasten der Kommunen."
1147278,Das ist ja aberwitzig.
1257827,"Eine absolute Mehrheit – gerade heute war dazu wieder eine Umfrage in den Zeitungen –, 53 Prozent, ist dagegen, Sanktionen abzuschaffen. – Sie wollen Politik gegen den gesunden Menschenverstand machen."
1004442,"Wir nehmen natürlich mit großem Interesse zur Kenntnis, dass spätestens nach dem ganzen Theater gestern der Innenminister, die CSU und auch wachsende Teile der CDU eine Rückkehr zum gesunden Menschenverstand zumindest erahnen lassen."
299038,"Und: Ja, dieses Gesetz ist wieder mal nicht das Ergebnis gestaltender Politik, sondern wurde vom Bundesverfassungsgericht erzwungen. – Was ich Ihnen aber wirklich vorwerfe, ist, dass Sie einmal mehr höhere Ziele beschließen, ohne die dafür notwendigen Maßnahmen ausreichend mitzuliefern."
441731,Auf den zweiten Blick aber ist es wieder ein Milliardengeschäft für Banken und Versicherungen auf Kosten der Allgemeinheit.
740241,"Die Wahlbeteiligung ist nämlich dann hoch, wenn wir einen Volksentscheid mit einer Landtagswahl oder einer Bundestagswahl verbinden."
1085295,Machen Sie wenigstens diesem Irrsinn ein Ende!
919970,"Dieser ließ noch vor kurzem verlauten, AfD-Anträge hier im Bundestag kategorisch ablehnen zu wollen, auch wenn diese inhaltlich zur Union passen würden."
29165,"Aber auch aberwitzige Diskussionen über Messstellen – das zeigt das Beispiel der CDU-Ministerin Otte-Kinast –, ohne zu verstehen, wie das Messstellennetz funktioniert – das muss eine Ministerin nicht wissen –, führen die Landwirtschaft immer mehr ins gesellschaftliche Abseits."
1012108,"Der Antrag täuscht auch nicht darüber hinweg, dass Sie sich mit den realen Problemen der Menschen, die in Deutschland bereits mit dem Wolf oder mit Wolfs­mischlingen leben müssen, nicht auskennen."
914735,"Mit Ihrem Lachen und Ihrem Lächeln wollen Sie die Politik verhöhnen, und damit verhöhnen Sie die Menschen in diesem Land, die dieses Europa in seiner Freiheit lieben und brauchen."
